#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AKR1C3	ALDH1A1	9606.ENSP00000369927	9606.ENSP00000297785	0	0	0	0	0.178	0.045	0.137	0.244	0.419
AKR1C3	HSD11B1	9606.ENSP00000369927	9606.ENSP00000355995	0	0	0	0	0.111	0.045	0.098	0.438	0.512
ALDH1A1	CAT	9606.ENSP00000297785	9606.ENSP00000241052	0	0	0	0	0.169	0.091	0.184	0.162	0.414
ALDH1A1	CDH1	9606.ENSP00000297785	9606.ENSP00000261769	0	0	0	0	0.047	0	0	0.623	0.625
ALDH1A1	EPCAM	9606.ENSP00000297785	9606.ENSP00000263735	0	0	0	0	0.047	0	0	0.719	0.720
ALDH1A1	FGF2	9606.ENSP00000297785	9606.ENSP00000264498	0	0	0	0	0	0	0	0.510	0.510
ALDH1A1	ERBB2	9606.ENSP00000297785	9606.ENSP00000269571	0	0	0	0	0	0	0	0.611	0.611
ALDH1A1	MAOA	9606.ENSP00000297785	9606.ENSP00000340684	0.042	0.022	0	0	0.115	0	0.217	0.262	0.445
ALDH1A1	KRT18	9606.ENSP00000297785	9606.ENSP00000373489	0	0	0	0	0.083	0.090	0	0.409	0.464
ALDH1A1	BMPR1B	9606.ENSP00000297785	9606.ENSP00000401907	0	0	0	0	0	0.046	0	0.482	0.485
ALDH1A1	CRABP2	9606.ENSP00000297785	9606.ENSP00000482841	0	0	0	0	0.052	0	0	0.480	0.486
ALDH1A1	KRT19	9606.ENSP00000297785	9606.ENSP00000355124	0	0	0	0	0.085	0.090	0	0.481	0.530
ALDH1A1	KLF4	9606.ENSP00000297785	9606.ENSP00000363804	0	0	0	0	0.087	0.071	0	0.584	0.617
ALDH1A1	MUC1	9606.ENSP00000297785	9606.ENSP00000484824	0	0	0	0	0.086	0.300	0.098	0.452	0.641
ALDH1A1	HSDL2	9606.ENSP00000297785	9606.ENSP00000381785	0.059	0	0	0	0.148	0.069	0.580	0.160	0.688
ALDH1A1	CD24	9606.ENSP00000297785	9606.ENSP00000481841	0	0	0	0	0.043	0	0	0.815	0.815
ALDH1A1	AOX1	9606.ENSP00000297785	9606.ENSP00000363832	0	0	0	0	0.120	0	0.900	0.493	0.951
ALDH1L1	ALDOC	9606.ENSP00000273450	9606.ENSP00000378731	0	0	0	0	0.075	0	0	0.481	0.500
ALDH1L1	HSDL2	9606.ENSP00000273450	9606.ENSP00000381785	0.059	0	0	0	0.170	0.069	0.580	0.160	0.696
ALDH1L1	S100B	9606.ENSP00000273450	9606.ENSP00000291700	0	0	0	0	0.067	0	0	0.697	0.705
ALDH2	CAT	9606.ENSP00000261733	9606.ENSP00000241052	0	0	0	0	0.201	0.091	0.184	0.265	0.507
ALDH2	TF	9606.ENSP00000261733	9606.ENSP00000385834	0	0	0	0	0.073	0.423	0	0.086	0.469
ALDH2	S100A14	9606.ENSP00000261733	9606.ENSP00000357691	0	0	0	0	0	0	0	0.493	0.493
ALDH2	DPT	9606.ENSP00000261733	9606.ENSP00000356791	0	0	0	0	0.080	0	0	0.549	0.567
ALDH2	AOX1	9606.ENSP00000261733	9606.ENSP00000363832	0	0	0	0	0.088	0	0	0.649	0.666
ALDH2	HSDL2	9606.ENSP00000261733	9606.ENSP00000381785	0.059	0	0	0	0.170	0.069	0.580	0.160	0.696
ALDH2	ECHDC1	9606.ENSP00000261733	9606.ENSP00000436585	0	0	0	0	0.094	0.045	0.829	0.102	0.850
ALDH2	AOC3	9606.ENSP00000261733	9606.ENSP00000312326	0	0	0	0	0.122	0.094	0.918	0.673	0.976
ALDH2	MAOA	9606.ENSP00000261733	9606.ENSP00000340684	0.042	0.019	0	0	0.084	0	0.918	0.780	0.982
ALDOC	PYGL	9606.ENSP00000378731	9606.ENSP00000216392	0.042	0	0	0	0.203	0.053	0	0.382	0.494
ANGPT1	COMP	9606.ENSP00000428340	9606.ENSP00000222271	0	0	0	0	0.055	0.069	0	0.538	0.558
ANGPT1	LYVE1	9606.ENSP00000428340	9606.ENSP00000256178	0	0	0	0	0.055	0	0	0.405	0.413
ANGPT1	FGF2	9606.ENSP00000428340	9606.ENSP00000264498	0	0	0	0	0.058	0	0	0.819	0.822
ANGPT1	ERBB3	9606.ENSP00000428340	9606.ENSP00000267101	0	0	0	0	0.049	0	0.650	0.249	0.728
ANGPT1	ERBB2	9606.ENSP00000428340	9606.ENSP00000269571	0	0	0	0	0.049	0	0.650	0.272	0.736
ANGPT1	NTRK2	9606.ENSP00000428340	9606.ENSP00000277120	0	0	0	0	0.048	0	0.650	0.225	0.719
ANGPT1	IGF1	9606.ENSP00000428340	9606.ENSP00000376637	0	0	0	0	0.044	0	0	0.594	0.595
ANGPT1	CXCL12	9606.ENSP00000428340	9606.ENSP00000379140	0	0	0	0	0.044	0	0	0.703	0.704
ANGPTL1	OGN	9606.ENSP00000234816	9606.ENSP00000364711	0	0	0	0	0.345	0	0	0.225	0.471
ANGPTL1	EDNRB	9606.ENSP00000234816	9606.ENSP00000366416	0	0	0	0	0.063	0	0	0.462	0.474
ANK2	CHL1	9606.ENSP00000349588	9606.ENSP00000256509	0	0	0	0	0.141	0.394	0	0.344	0.629
ANK2	CASQ2	9606.ENSP00000349588	9606.ENSP00000261448	0	0	0	0	0.094	0.098	0	0.507	0.562
ANK2	CDH1	9606.ENSP00000349588	9606.ENSP00000261769	0	0	0	0	0	0.046	0	0.582	0.584
ANK2	ERBB2	9606.ENSP00000349588	9606.ENSP00000269571	0	0	0	0	0	0.045	0	0.823	0.824
ANK2	CAV1	9606.ENSP00000349588	9606.ENSP00000339191	0	0	0	0	0.091	0	0	0.489	0.516
ANK2	SPTBN1	9606.ENSP00000349588	9606.ENSP00000349259	0	0	0	0	0.092	0.423	0.500	0.990	0.997
ANK2	CACNA2D1	9606.ENSP00000349588	9606.ENSP00000349320	0	0	0	0	0.192	0	0	0.306	0.415
ANK2	SLC4A4	9606.ENSP00000349588	9606.ENSP00000393557	0	0	0	0	0.102	0	0	0.406	0.444
ANK2	TLN2	9606.ENSP00000349588	9606.ENSP00000453508	0	0	0	0	0.107	0.042	0	0.646	0.670
ANK2	DMD	9606.ENSP00000349588	9606.ENSP00000354923	0	0	0	0	0.085	0.294	0	0.658	0.760
ANKRD30A	CDKN2C	9606.ENSP00000354432	9606.ENSP00000262662	0	0	0.421	0	0	0.092	0	0.044	0.453
ANLN	AURKA	9606.ENSP00000265748	9606.ENSP00000216911	0	0	0	0	0.541	0	0	0.459	0.741
ANLN	CCNB1	9606.ENSP00000265748	9606.ENSP00000256442	0	0	0	0	0.607	0	0	0.657	0.860
ANLN	GINS1	9606.ENSP00000265748	9606.ENSP00000262460	0	0	0	0	0.244	0	0	0.245	0.405
ANLN	PCLAF	9606.ENSP00000265748	9606.ENSP00000300035	0	0	0	0	0.267	0	0	0.276	0.446
ANLN	SPTBN1	9606.ENSP00000265748	9606.ENSP00000349259	0	0	0	0	0.044	0.416	0	0.161	0.490
ANLN	UHRF1	9606.ENSP00000265748	9606.ENSP00000479617	0	0	0	0	0.429	0	0	0.229	0.541
ANLN	CFL2	9606.ENSP00000265748	9606.ENSP00000298159	0	0	0	0	0.068	0.292	0	0.432	0.592
ANLN	CAV1	9606.ENSP00000265748	9606.ENSP00000339191	0	0	0	0	0.085	0.292	0.400	0.138	0.620
ANLN	CDCA3	9606.ENSP00000265748	9606.ENSP00000442068	0	0	0	0	0.490	0	0	0.341	0.649
ANLN	CDC20	9606.ENSP00000265748	9606.ENSP00000361540	0	0	0	0	0.472	0	0	0.456	0.701
ANLN	NUSAP1	9606.ENSP00000265748	9606.ENSP00000499238	0	0	0	0	0.523	0	0	0.421	0.712
ANLN	RRM2	9606.ENSP00000265748	9606.ENSP00000353770	0	0	0	0	0.420	0	0	0.645	0.785
ANLN	IQGAP3	9606.ENSP00000265748	9606.ENSP00000354451	0	0	0	0	0.244	0.486	0.400	0.225	0.795
ANLN	PRC1	9606.ENSP00000265748	9606.ENSP00000377793	0	0	0	0	0.724	0	0	0.442	0.839
ANLN	CENPF	9606.ENSP00000265748	9606.ENSP00000355922	0	0	0	0	0.578	0.292	0	0.515	0.842
ANLN	TOP2A	9606.ENSP00000265748	9606.ENSP00000411532	0	0	0	0	0.613	0.292	0	0.533	0.861
ANXA1	GNG11	9606.ENSP00000366109	9606.ENSP00000248564	0	0	0	0	0.090	0	0.500	0.160	0.584
ANXA1	EMP1	9606.ENSP00000366109	9606.ENSP00000256951	0	0	0	0	0.376	0	0	0.194	0.476
ANXA1	CDH1	9606.ENSP00000366109	9606.ENSP00000261769	0	0	0	0	0	0.080	0	0.767	0.776
ANXA1	F13A1	9606.ENSP00000366109	9606.ENSP00000264870	0	0	0	0	0.129	0.063	0.400	0.200	0.555
ANXA1	GNG2	9606.ENSP00000366109	9606.ENSP00000334448	0	0	0	0	0.042	0	0.500	0.058	0.509
ANXA1	CAV1	9606.ENSP00000366109	9606.ENSP00000339191	0	0	0	0	0.138	0	0	0.373	0.437
ANXA1	SFN	9606.ENSP00000366109	9606.ENSP00000340989	0	0	0	0	0.124	0.072	0	0.327	0.405
ANXA1	PLA2G4A	9606.ENSP00000366109	9606.ENSP00000356436	0	0	0	0	0.138	0.510	0	0.593	0.813
ANXA1	CDC20	9606.ENSP00000366109	9606.ENSP00000361540	0	0	0	0	0	0.052	0	0.429	0.436
ANXA1	KRT8	9606.ENSP00000366109	9606.ENSP00000449404	0	0	0	0	0.057	0.292	0	0.619	0.723
AOC3	EPCAM	9606.ENSP00000312326	9606.ENSP00000263735	0	0	0	0	0	0	0	0.596	0.596
AOC3	HSDL2	9606.ENSP00000312326	9606.ENSP00000381785	0.043	0	0	0	0.250	0	0.136	0.166	0.413
AOC3	AOX1	9606.ENSP00000312326	9606.ENSP00000363832	0	0	0	0	0.047	0	0	0.448	0.452
AOC3	MRC1	9606.ENSP00000312326	9606.ENSP00000455897	0	0	0	0	0.083	0	0	0.433	0.457
AOC3	CD36	9606.ENSP00000312326	9606.ENSP00000415743	0	0	0	0	0.109	0	0	0.422	0.463
AOC3	SDC1	9606.ENSP00000312326	9606.ENSP00000370542	0	0	0	0	0	0	0	0.505	0.505
AOC3	GATA3	9606.ENSP00000312326	9606.ENSP00000368632	0	0	0	0	0	0	0	0.547	0.547
AOC3	CD24	9606.ENSP00000312326	9606.ENSP00000481841	0	0	0	0	0	0	0	0.572	0.572
AOC3	MAOA	9606.ENSP00000312326	9606.ENSP00000340684	0	0	0	0	0.126	0	0.900	0.572	0.959
AOX1	CAT	9606.ENSP00000363832	9606.ENSP00000241052	0	0	0	0	0.044	0	0	0.456	0.458
AOX1	MAOA	9606.ENSP00000363832	9606.ENSP00000340684	0	0	0	0	0.088	0	0.900	0.468	0.947
AOX1	GPX3	9606.ENSP00000363832	9606.ENSP00000373477	0	0	0	0	0.097	0	0	0.401	0.436
AOX1	ECHDC1	9606.ENSP00000363832	9606.ENSP00000436585	0	0	0	0	0.049	0	0.800	0.192	0.832
AP1M2	CDH1	9606.ENSP00000465685	9606.ENSP00000261769	0	0	0	0	0.228	0.048	0	0.292	0.435
AP1M2	EPN3	9606.ENSP00000465685	9606.ENSP00000268933	0	0	0	0	0.174	0	0.540	0.229	0.681
AP1M2	SH3D19	9606.ENSP00000465685	9606.ENSP00000302913	0	0	0	0	0.075	0	0.500	0.072	0.533
AP1M2	PRSS8	9606.ENSP00000465685	9606.ENSP00000319730	0	0	0	0	0.246	0	0	0.278	0.432
AP1M2	SPINT1	9606.ENSP00000465685	9606.ENSP00000342098	0	0	0	0	0.353	0	0	0.223	0.476
AP1M2	SCNN1A	9606.ENSP00000465685	9606.ENSP00000353292	0	0	0	0	0.210	0.292	0	0.137	0.475
AP1M2	RAB25	9606.ENSP00000465685	9606.ENSP00000354376	0	0	0	0	0.383	0.128	0	0.389	0.643
AP1M2	S100A14	9606.ENSP00000465685	9606.ENSP00000357691	0	0	0	0	0.314	0	0	0.177	0.411
AP1M2	ESRP1	9606.ENSP00000465685	9606.ENSP00000405738	0	0	0	0	0.386	0	0	0.312	0.560
AP1M2	TPD52	9606.ENSP00000465685	9606.ENSP00000429309	0	0	0	0	0.073	0	0.500	0	0.516
AP1M2	TFAP2A	9606.ENSP00000465685	9606.ENSP00000501092	0	0	0	0	0.060	0.292	0	0.223	0.438
APOD	TF	9606.ENSP00000345179	9606.ENSP00000385834	0	0	0	0	0.107	0	0	0.386	0.428
APOD	SERPINA3	9606.ENSP00000345179	9606.ENSP00000450540	0	0	0	0	0.148	0	0	0.391	0.459
APOD	VLDLR	9606.ENSP00000345179	9606.ENSP00000371532	0	0	0	0	0.067	0	0	0.524	0.536
ASPA	NAT8L	9606.ENSP00000263080	9606.ENSP00000413064	0	0	0	0	0.063	0	0.900	0.779	0.977
ATP1A2	CASQ2	9606.ENSP00000354490	9606.ENSP00000261448	0	0.047	0	0	0.393	0.071	0	0.351	0.605
ATP1A2	CALB2	9606.ENSP00000354490	9606.ENSP00000307508	0	0	0	0	0.104	0.094	0	0.379	0.452
ATP1A2	SLC4A4	9606.ENSP00000354490	9606.ENSP00000393557	0	0	0	0	0.098	0	0	0.445	0.478
ATP1A2	CHRDL1	9606.ENSP00000354490	9606.ENSP00000361112	0	0	0	0	0.141	0.071	0	0.429	0.504
ATP1A2	FXYD3	9606.ENSP00000354490	9606.ENSP00000473929	0	0	0	0	0	0.046	0.500	0.196	0.583
ATP1A2	FXYD1	9606.ENSP00000354490	9606.ENSP00000481244	0	0	0	0	0.210	0.065	0.900	0.366	0.946
AURKA	ZBTB16	9606.ENSP00000216911	9606.ENSP00000338157	0	0	0	0	0	0.051	0	0.421	0.427
AURKA	TFAP2A	9606.ENSP00000216911	9606.ENSP00000501092	0	0	0	0	0.090	0.292	0	0.183	0.428
AURKA	GINS1	9606.ENSP00000216911	9606.ENSP00000262460	0	0	0	0	0.329	0	0	0.276	0.493
AURKA	FOS	9606.ENSP00000216911	9606.ENSP00000306245	0	0	0	0	0	0.112	0	0.525	0.561
AURKA	SOX4	9606.ENSP00000216911	9606.ENSP00000244745	0	0	0	0	0	0.178	0	0.496	0.568
AURKA	CDH1	9606.ENSP00000216911	9606.ENSP00000261769	0	0	0	0	0.042	0	0	0.616	0.616
AURKA	UHRF1	9606.ENSP00000216911	9606.ENSP00000479617	0	0	0	0	0.311	0.292	0	0.321	0.640
AURKA	PCLAF	9606.ENSP00000216911	9606.ENSP00000300035	0	0	0	0	0.445	0	0	0.543	0.735
AURKA	EZH2	9606.ENSP00000216911	9606.ENSP00000320147	0	0	0	0	0.291	0.102	0	0.655	0.761
AURKA	CDCA3	9606.ENSP00000216911	9606.ENSP00000442068	0	0	0	0	0.729	0	0	0.348	0.815
AURKA	NUSAP1	9606.ENSP00000216911	9606.ENSP00000499238	0	0	0	0	0.705	0	0	0.488	0.843
AURKA	RRM2	9606.ENSP00000216911	9606.ENSP00000353770	0	0	0	0	0.574	0	0	0.757	0.892
AURKA	CENPF	9606.ENSP00000216911	9606.ENSP00000355922	0	0	0	0	0.679	0	0	0.708	0.902
AURKA	PRC1	9606.ENSP00000216911	9606.ENSP00000377793	0	0	0	0	0.823	0.075	0	0.498	0.910
AURKA	TOP2A	9606.ENSP00000216911	9606.ENSP00000411532	0	0	0	0	0.826	0.071	0	0.791	0.963
AURKA	CCNB1	9606.ENSP00000216911	9606.ENSP00000256442	0	0	0	0	0.863	0.094	0	0.845	0.979
AURKA	CDC20	9606.ENSP00000216911	9606.ENSP00000361540	0	0	0	0	0.902	0.513	0.500	0.817	0.995
BAIAP2L1	CAV1	9606.ENSP00000005260	9606.ENSP00000339191	0	0	0	0	0.094	0	0.400	0.071	0.451
BMP2	COMP	9606.ENSP00000368104	9606.ENSP00000222271	0	0	0	0	0	0.053	0	0.733	0.737
BMP2	FGF2	9606.ENSP00000368104	9606.ENSP00000264498	0	0	0	0	0.085	0	0	0.934	0.937
BMP2	HOXA10	9606.ENSP00000368104	9606.ENSP00000283921	0	0	0	0	0	0	0	0.564	0.564
BMP2	PPARG	9606.ENSP00000368104	9606.ENSP00000287820	0	0	0	0	0.056	0	0	0.541	0.548
BMP2	FOS	9606.ENSP00000368104	9606.ENSP00000306245	0	0	0	0	0.045	0	0	0.431	0.433
BMP2	LEP	9606.ENSP00000368104	9606.ENSP00000312652	0	0	0	0	0	0	0	0.570	0.570
BMP2	MMP1	9606.ENSP00000368104	9606.ENSP00000322788	0	0	0	0	0.072	0	0	0.405	0.425
BMP2	COL10A1	9606.ENSP00000368104	9606.ENSP00000327368	0	0	0	0	0	0.099	0	0.532	0.560
BMP2	COL11A1	9606.ENSP00000368104	9606.ENSP00000359114	0	0	0	0	0	0.099	0	0.542	0.570
BMP2	CHRDL1	9606.ENSP00000368104	9606.ENSP00000361112	0	0	0	0	0.048	0.091	0.500	0.298	0.655
BMP2	KLF4	9606.ENSP00000368104	9606.ENSP00000363804	0	0	0	0	0.065	0.054	0	0.386	0.409
BMP2	OGN	9606.ENSP00000368104	9606.ENSP00000364711	0	0	0	0	0	0	0	0.519	0.519
BMP2	GPC3	9606.ENSP00000368104	9606.ENSP00000377836	0	0	0	0	0.064	0.180	0	0.285	0.403
BMP2	SDC1	9606.ENSP00000368104	9606.ENSP00000370542	0	0	0	0	0.068	0	0	0.419	0.436
BMP2	CXCL12	9606.ENSP00000368104	9606.ENSP00000379140	0	0	0	0	0.054	0	0	0.526	0.532
BMP2	IGF1	9606.ENSP00000368104	9606.ENSP00000376637	0	0	0	0	0	0	0	0.784	0.784
BMP2	BMPR1B	9606.ENSP00000368104	9606.ENSP00000401907	0	0	0	0	0.053	0.855	0.900	0.995	0.999
BMPR1B	INHBA	9606.ENSP00000401907	9606.ENSP00000242208	0	0	0	0	0.074	0.126	0	0.390	0.464
BMPR1B	EZH2	9606.ENSP00000401907	9606.ENSP00000320147	0	0	0	0	0.058	0.318	0	0.186	0.432
BMPR1B	ZBTB16	9606.ENSP00000401907	9606.ENSP00000338157	0	0	0	0	0.044	0.071	0	0.398	0.419
BMPR1B	TF	9606.ENSP00000401907	9606.ENSP00000385834	0	0	0	0	0	0.051	0.540	0.052	0.550
BMPR1B	GHR	9606.ENSP00000401907	9606.ENSP00000483403	0	0	0	0	0.050	0	0	0.434	0.439
BSPRY	RAB25	9606.ENSP00000363298	9606.ENSP00000354376	0	0	0	0	0.376	0.068	0	0.124	0.446
BTNL9	PLIN1	9606.ENSP00000330200	9606.ENSP00000300055	0	0	0	0	0.078	0.050	0	0.443	0.469
BTNL9	CIDEA	9606.ENSP00000330200	9606.ENSP00000320209	0	0	0	0	0.064	0	0	0.508	0.519
BTNL9	CD300LG	9606.ENSP00000330200	9606.ENSP00000321005	0	0	0	0	0.439	0	0	0.329	0.608
BTNL9	MUC1	9606.ENSP00000330200	9606.ENSP00000484824	0	0	0	0	0.055	0.050	0	0.583	0.592
C14orf180	PLIN1	9606.ENSP00000333041	9606.ENSP00000300055	0	0	0	0	0.245	0	0	0.298	0.447
C14orf180	CD300LG	9606.ENSP00000333041	9606.ENSP00000321005	0	0	0	0	0.197	0	0	0.371	0.473
C14orf180	TRARG1	9606.ENSP00000333041	9606.ENSP00000329548	0	0	0	0	0.509	0	0	0.273	0.628
C14orf180	MRAP	9606.ENSP00000333041	9606.ENSP00000382684	0	0	0	0	0.406	0	0	0	0.406
C14orf180	KCNIP2	9606.ENSP00000333041	9606.ENSP00000420040	0	0	0	0	0.247	0	0	0.272	0.428
CA12	KRT19	9606.ENSP00000178638	9606.ENSP00000355124	0	0	0	0	0.110	0	0	0.383	0.427
CA12	RNASE1	9606.ENSP00000178638	9606.ENSP00000381057	0	0	0	0	0.043	0	0	0.465	0.466
CA12	SLC4A4	9606.ENSP00000178638	9606.ENSP00000393557	0	0	0	0	0.094	0	0	0.527	0.553
CA12	CA4	9606.ENSP00000178638	9606.ENSP00000300900	0	0	0.156	0.767	0	0	0.500	0.215	0.640
CA4	SCNN1A	9606.ENSP00000300900	9606.ENSP00000353292	0	0	0	0	0.055	0	0	0.402	0.411
CA4	LEP	9606.ENSP00000300900	9606.ENSP00000312652	0	0	0	0	0.053	0	0	0.413	0.421
CA4	SLC4A4	9606.ENSP00000300900	9606.ENSP00000393557	0	0	0	0	0.127	0.258	0	0.747	0.822
CACNA2D1	CAV2	9606.ENSP00000349320	9606.ENSP00000222693	0	0	0	0	0.044	0	0	0.608	0.609
CACNA2D1	LIPE	9606.ENSP00000349320	9606.ENSP00000244289	0	0	0	0	0	0	0	0.433	0.433
CACNA2D1	CASQ2	9606.ENSP00000349320	9606.ENSP00000261448	0	0	0	0	0.057	0.049	0	0.430	0.444
CACNA2D1	PPP2R1B	9606.ENSP00000349320	9606.ENSP00000311344	0	0	0	0	0	0	0.650	0	0.650
CACNA2D1	CAV1	9606.ENSP00000349320	9606.ENSP00000339191	0	0	0	0	0.068	0	0	0.546	0.559
CACNA2D1	KCNIP2	9606.ENSP00000349320	9606.ENSP00000420040	0	0	0	0	0.067	0	0	0.389	0.406
CACNA2D1	TMEM132C	9606.ENSP00000349320	9606.ENSP00000410852	0	0	0	0	0.092	0	0	0.405	0.437
CALB2	EPCAM	9606.ENSP00000307508	9606.ENSP00000263735	0	0	0	0	0	0	0	0.544	0.544
CALB2	NTRK2	9606.ENSP00000307508	9606.ENSP00000277120	0	0	0	0	0.099	0.099	0	0.373	0.446
CALB2	S100B	9606.ENSP00000307508	9606.ENSP00000291700	0	0	0	0	0.074	0.046	0	0.479	0.500
CALB2	FOS	9606.ENSP00000307508	9606.ENSP00000306245	0	0	0	0	0	0.063	0	0.462	0.475
CALB2	KRT19	9606.ENSP00000307508	9606.ENSP00000355124	0	0	0	0	0.047	0.104	0	0.411	0.453
CALB2	MME	9606.ENSP00000307508	9606.ENSP00000418525	0	0	0	0	0.087	0	0	0.621	0.639
CALB2	KRT7	9606.ENSP00000307508	9606.ENSP00000329243	0	0	0	0	0.049	0.104	0	0.772	0.789
CASQ2	HSPB7	9606.ENSP00000261448	9606.ENSP00000364870	0	0	0	0	0.322	0.052	0	0.175	0.424
CASQ2	CRYAB	9606.ENSP00000261448	9606.ENSP00000433560	0	0	0	0	0.160	0.052	0	0.368	0.453
CASQ2	NPR1	9606.ENSP00000261448	9606.ENSP00000357669	0	0	0	0	0.045	0.050	0	0.649	0.654
CAT	GPX3	9606.ENSP00000241052	9606.ENSP00000373477	0.057	0	0	0	0.216	0.114	0	0.412	0.564
CAT	HSDL2	9606.ENSP00000241052	9606.ENSP00000381785	0	0	0	0	0.669	0.164	0	0.306	0.791
CAV1	CAV2	9606.ENSP00000339191	9606.ENSP00000222693	0	0	0.106	0.852	0.794	0.829	0.900	0.985	0.999
CAV1	LIPE	9606.ENSP00000339191	9606.ENSP00000244289	0	0	0	0	0.043	0	0	0.597	0.598
CAV1	CDH1	9606.ENSP00000339191	9606.ENSP00000261769	0	0	0	0	0.066	0	0	0.762	0.768
CAV1	MEOX2	9606.ENSP00000339191	9606.ENSP00000262041	0	0	0	0	0.126	0.052	0	0.442	0.497
CAV1	FGF2	9606.ENSP00000339191	9606.ENSP00000264498	0	0	0	0	0.128	0	0	0.450	0.500
CAV1	ERBB2	9606.ENSP00000339191	9606.ENSP00000269571	0	0	0	0	0.058	0.127	0	0.704	0.735
CAV1	DLC1	9606.ENSP00000339191	9606.ENSP00000276297	0	0	0	0	0.098	0.510	0	0.554	0.785
CAV1	PDE3B	9606.ENSP00000339191	9606.ENSP00000282096	0	0	0	0	0	0	0	0.470	0.470
CAV1	CXADR	9606.ENSP00000339191	9606.ENSP00000284878	0	0	0	0	0.059	0.094	0	0.450	0.490
CAV1	PPARG	9606.ENSP00000339191	9606.ENSP00000287820	0	0	0	0	0.085	0.516	0	0.512	0.765
CAV1	PLIN1	9606.ENSP00000339191	9606.ENSP00000300055	0	0	0	0	0.048	0	0.750	0.692	0.920
CAV1	IGFBP6	9606.ENSP00000339191	9606.ENSP00000301464	0	0	0	0	0.334	0	0	0.151	0.410
CAV1	CAVIN2	9606.ENSP00000339191	9606.ENSP00000305675	0	0	0	0	0.141	0.423	0	0.901	0.946
CAV1	LEP	9606.ENSP00000339191	9606.ENSP00000312652	0	0	0	0	0.043	0	0	0.427	0.428
CAV1	CIDEC	9606.ENSP00000339191	9606.ENSP00000373328	0	0	0	0	0.060	0	0	0.398	0.409
CAV1	SDC1	9606.ENSP00000339191	9606.ENSP00000370542	0	0	0	0	0.124	0	0	0.367	0.422
CAV1	IQGAP3	9606.ENSP00000339191	9606.ENSP00000354451	0	0	0	0	0.059	0	0.400	0.064	0.425
CAV1	CFH	9606.ENSP00000339191	9606.ENSP00000356399	0	0	0	0	0.109	0	0	0.416	0.457
CAV1	KRT8	9606.ENSP00000339191	9606.ENSP00000449404	0	0	0	0	0.074	0.287	0	0.275	0.479
CAV1	KCNIP2	9606.ENSP00000339191	9606.ENSP00000420040	0	0	0	0	0.052	0	0	0.479	0.484
CAV1	MUC1	9606.ENSP00000339191	9606.ENSP00000484824	0	0	0	0	0.067	0	0	0.534	0.546
CAV1	DMD	9606.ENSP00000339191	9606.ENSP00000354923	0	0	0	0	0.079	0.091	0	0.576	0.615
CAV1	KRT19	9606.ENSP00000339191	9606.ENSP00000355124	0	0	0	0	0.097	0	0	0.599	0.622
CAV1	CXCL12	9606.ENSP00000339191	9606.ENSP00000379140	0	0	0	0	0.072	0	0	0.631	0.642
CAV1	EDNRB	9606.ENSP00000339191	9606.ENSP00000366416	0	0	0	0	0.068	0.294	0	0.525	0.660
CAV1	IGF1	9606.ENSP00000339191	9606.ENSP00000376637	0	0	0	0	0.054	0	0	0.728	0.731
CAV1	CD36	9606.ENSP00000339191	9606.ENSP00000415743	0	0	0	0	0.053	0	0	0.956	0.956
CAV2	CXADR	9606.ENSP00000222693	9606.ENSP00000284878	0	0	0	0	0.045	0	0	0.469	0.471
CAV2	CDKN2B	9606.ENSP00000222693	9606.ENSP00000276925	0	0	0	0	0.066	0	0	0.511	0.524
CAV2	KRT19	9606.ENSP00000222693	9606.ENSP00000355124	0	0	0	0	0.060	0	0	0.540	0.549
CAV2	CAVIN2	9606.ENSP00000222693	9606.ENSP00000305675	0	0	0	0	0.150	0	0	0.584	0.631
CAVIN2	GNG11	9606.ENSP00000305675	9606.ENSP00000248564	0	0	0	0	0.444	0	0	0.063	0.457
CCDC80	MFAP4	9606.ENSP00000206423	9606.ENSP00000378957	0	0	0	0	0.221	0.046	0	0.262	0.404
CCDC80	SDC1	9606.ENSP00000206423	9606.ENSP00000370542	0	0	0	0	0.047	0	0	0.423	0.426
CCDC80	OGN	9606.ENSP00000206423	9606.ENSP00000364711	0	0	0	0	0.247	0.100	0	0.228	0.431
CCDC80	NTRK2	9606.ENSP00000206423	9606.ENSP00000277120	0	0	0	0	0.047	0.067	0	0.424	0.443
CCDC80	EFEMP1	9606.ENSP00000206423	9606.ENSP00000378058	0	0	0	0	0.343	0.091	0	0.173	0.464
CCDC80	VGLL3	9606.ENSP00000206423	9606.ENSP00000381436	0	0	0	0	0.382	0	0	0.178	0.470
CCDC80	SRPX	9606.ENSP00000206423	9606.ENSP00000367794	0	0	0	0.576	0.184	0	0	0.411	0.499
CCDC80	MFAP5	9606.ENSP00000206423	9606.ENSP00000352455	0	0	0	0	0.377	0	0	0.245	0.510
CCDC80	RBMS3	9606.ENSP00000206423	9606.ENSP00000373277	0	0	0	0	0.393	0	0	0.359	0.594
CCN5	MFAP5	9606.ENSP00000361959	9606.ENSP00000352455	0	0	0	0	0.248	0	0	0.252	0.413
CCN5	IGF1	9606.ENSP00000361959	9606.ENSP00000376637	0	0	0	0	0.068	0	0	0.565	0.577
